Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts ev6	Normalized Counts ev6	RPKM ev6	Expression ev6
1125541	1125562	1126146	1126156	+	rimJ	b1066	ribosomal-protein-S5-alanine N-acetyltransferase	157	34838	45	59
1126157	1126157	1126804	1126805	+	yceH	b1067	UPF0502 family protein	153	33963	40	52
	1126806	1127729		+	yceM	b1068	putative oxidoreductase	81	17972	14	19
1127763	1127839	1129374	1129380	+	murJ	b1069	putative peptidoglycan lipid II flippase	210	46596	23	30
1129834	1129830	1129414	1129414	-	flgN	b1070	export chaperone for FlgK and FlgL	371	82076	151	196
	1130128	1129835		-	flgM	b1071	anti-sigma factor for FliA (sigma 28)	26	5769	15	19
1131008	1130863	1130204	1130130	-	flgA	b1072	assembly protein for flagellar basal-body periplasmic P ring	83	18555	21	28
1130989	1131018	1131434	1131437	+	flgB	b1073	flagellar component of cell-proximal portion of basal-body rod	53	11741	21	28
1131438	1131438	1131842	1131853	+	flgC	b1074	flagellar component of cell-proximal portion of basal-body rod	50	11207	21	27
1131854	1131854	1132549	1132551	+	flgD	b1075	flagellar hook assembly protein	95	21119	23	30
1132574	1132574	1133782	1133794	+	flgE	b1076	flagellar hook protein	251	55685	35	46
	1133802	1134557		+	flgF	b1077	flagellar component of cell-proximal portion of basal-body rod	40	9015	9	11
1134679	1134729	1135511	1135511	+	flgG	b1078	flagellar component of cell-distal portion of basal-body rod	120	26680	26	34
	1135564	1136262		+	flgH	b1079	flagellar protein of basal-body outer-membrane L ring	45	10151	11	14
	1136274	1137371		+	flgI	b1080	putative flagellar basal body protein	110	24512	17	22
	1137371	1138312	1138363	+	flgJ	b1081	flagellar rod assembly protein and murein hydrolase; flagellum-specific muramidase	121	26772	21	28
1138365	1138378	1140021	1140021	+	flgK	b1082	flagellar hook-filament junction protein 1	223	49451	23	30
1140022	1140033	1140986	1141003	+	flgL	b1083	flagellar hook-filament junction protein	206	45589	36	47
1144685	1144367	1141182	1141164	-	rne	b1084	fused ribonucleaseE: endoribonuclease/RNA-binding protein/RNA degradosome binding protein	1550	342883	82	107
1144497	1144502	1144822	1144822	+	yceQ	b1085	uncharacterized protein	50	11112	26	34
1144940	1144940	1145899	1145899	+	rluC	b1086	23S rRNA pseudouridine(955,2504,2580) synthase	214	47403	37	49
1146595	1146595	1146011	1146011	-	yceF	b1087	Maf-like protein	235	52055	68	88
1146589			1146757	+	psrD	b4418	-	575	127239	578	752
1146758	1146794	1147315	1147344	+	yceD	b1088	DUF177 family protein	2496	551966	812	1057
1147296			1147280	-	-	predicted RNA	antisense: yceD	26	5855	264	344
1147345	1147367	1147540	1147620	+	rpmF	b1089	50S ribosomal subunit protein L32	115	25587	112	147
1147621	1147621	1148691	1148758	+	plsX	b1090	putative phosphate acyltransferase	586	129618	92	121
1148759	1148759	1149712	1149727	+	fabH	b1091	3-oxoacyl-[acyl-carrier-protein] synthase III	399	88347	71	92
1149728	1149728	1150657	1150669	+	fabD	b1092	malonyl-CoA-[acyl-carrier-protein] transacylase	1505	332744	274	357
1150670	1150670	1151404	1151438	+	fabG	b1093	3-oxoacyl-[acyl-carrier-protein] reductase	1510	333945	349	454
1151439	1151615	1151851	1151851	+	acpP	b1094	acyl carrier protein (ACP)	11086	2451008	7944	10341
1151639			1151561	-	-	predicted RNA	antisense: acpP	213	47274	459	598
1151852	1151939	1153180	1153180	+	fabF	b1095	3-oxoacyl-[acyl-carrier-protein] synthase II	1809	399996	247	322
1153284	1153300	1154109	1154109	+	pabC	b1096	4-amino-4-deoxychorismate lyase component of para-aminobenzoate synthase multienzyme complex	225	49755	47	61
1154110	1154112	1155134		+	yceG	b1097	septation protein, ampicillin sensitivity	286	63315	47	61
	1155124	1155765		+	tmk	b1098	thymidylate kinase	216	47830	57	74
	1155762	1156766		+	holB	b1099	DNA polymerase III, delta prime subunit	106	23499	17	23
1156767	1156777	1157574	1157574	+	ycfH	b1100	putative DNase	258	57171	55	71
1157695	1157869	1159302	1159319	+	ptsG	b1101	fused glucose-specific PTS enzymes: IIB component/IIC component	2642	584263	312	407
1161795	1161551	1159362	1159362	-	fhuE	b1102	ferric-rhodotorulic acid outer membrane transporter	296	65587	23	29
1161681	1161885	1162244	1162246	+	hinT	b1103	purine nucleoside phosphoramidase, dadA activator protein	79	17597	37	48
1162247	1162247	1162624	1162624	+	ycfL	b1104	uncharacterized protein	184	40765	82	107
1162625	1162638	1163279		+	lpoB	b1105	OM lipoprotein stimulator of MrcB transpeptidase	188	41744	49	65
	1163260	1164084	1164084	+	thiK	b1106	thiamine kinase	244	54060	50	65
1164085	1164095	1165120	1165120	+	nagZ	b1107	beta N-acetyl-glucosaminidase	527	116657	87	113
1165121	1165143	1165685	1165685	+	ycfP	b1108	putative UPF0227 family esterase	863	191000	270	351
1166074	1166085	1167389	1167389	+	ndh	b1109	respiratory NADH dehydrogenase 2/cupric reductase	443	97985	57	75
1167599	1167599	1168138	1168149	+	ycfJ	b1110	uncharacterized protein	148	32775	46	60
1168832	1168832	1168200	1168096	-	ycfQ	b1111	repressor for bhsA(ycfR)	126	28062	34	44
1169029	1169073	1169330	1169330	+	bhsA	b1112	biofilm, cell surface and signaling protein	181	40190	119	155
	1170374	1169412		-	ldtC	b1113	L,D-transpeptidase linking Lpp to murein	55	12362	9	12
1173974	1173964	1170518	1170518	-	mfd	b1114	transcription-repair coupling factor	1807	399594	89	115
	1175165	1174092		-	ycfT	b1115	inner membrane protein	107	23680	16	22
1175410	1175427	1176626		+	lolC	b1116	lipoprotein-releasing system transmembrane protein	137	30408	19	25
	1176619	1177320		+	lolD	b1117	outer membrane-specific lipoprotein transporter subunit	59	13074	14	18
	1177320	1178564	1178592	+	lolE	b1118	lipoprotein-releasing system transmembrane protein	604	133659	82	107
1178593	1178593	1179504	1179591	+	nagK	b1119	N-acetyl-D-glucosamine kinase	220	48727	41	53
1179614	1179631	1180359	1180359	+	cobB	b1120	deacetylase of acs and cheY, chemotaxis regulator	307	68081	71	93
	1181267	1180479	1180479	-	ycfZ	b1121	inner membrane protein	387	85577	83	108
1181734	1181725	1181264		-	ymfA	b1122	DUF3592 family inner membrane protein	188	41695	69	90
	1182829	1181783	1181744	-	potD	b1123	polyamine transporter subunit	878	194190	142	185
	1183620	1182826		-	potC	b1124	polyamine transporter subunit	131	29044	28	36
1184444	1184444	1183617		-	potB	b1125	polyamine transporter subunit	160	35419	32	42
1185679	1185594	1184458	1184445	-	potA	b1126	polyamine transporter subunit	461	102066	68	89
1185700	1185844	1187070	1187070	+	pepT	b1127	peptidase T	799	176832	110	144
1188268	1188240	1187119	1187119	-	roxA	b1128	50S ribosomal protein L16 arginine hydroxylase; 2-oxoglutarate oxygenase	406	89910	61	80
	1189776	1188316	1188316	-	phoQ	b1129	sensory histidine kinase in two-component regulatory system with PhoP	571	126440	66	86
1190586	1190447	1189776		-	phoP	b1130	response regulator in two-component regulatory system with PhoQ	485	107228	122	159
1190393			1190422	+	-	predicted RNA	antisense: phoP	45	10166	260	338
1191986	1191986	1190616	1190614	-	purB	b1131	adenylosuccinate lyase	587	129950	72	94
1192664	1192631	1191990	1191988	-	hflD	b1132	putative lysogenization regulator	92	20517	24	31
1193799	1193773	1192667	1192665	-	mnmA	b1133	tRNA(Gln,Lys,Glu) U34 2-thiouridylase, first step in mnm(5)-s(2)U34-tRNA synthesis	757	167390	116	151
1194297	1194288	1193827	1193827	-	nudJ	b1134	bifunctional thiamine pyrimidine pyrophosphate hydrolase/ thiamine pyrophosphate hydrolase	93	20689	34	44
1195001	1194951	1194298	1194298	-	rluE	b1135	23S rRNA pseudouridine(2457) synthase	97	21478	25	32
1194974	1195123	1196373	1196425	+	icd	b1136	e14 prophage; isocitrate dehydrogenase, specific for NADP+	8922	1972521	1211	1576
	1197532	1196867	1196838	-	ymfD	b1137	e14 prophage; putative SAM-dependent methyltransferase	360	79721	91	119
1197045			1197062	+	-	predicted RNA	antisense: ymfD	27	6003	256	333
1197121			1197152	+	-	predicted RNA	antisense: ymfD	60	13335	320	416
1198417	1198237	1197533		-	ymfE	b1138	e14 prophage; putative inner membrane protein	738	163349	177	231
1197594	1198695	1199588	1199693	+	lit	b1139	e14 prophage; cell death peptidase, inhibitor of T4 late gene expression	1199	265216	227	296
1198746			1198699	-	-	predicted RNA	antisense: lit	83	18454	295	384
1199006			1198986	-	-	predicted RNA	antisense: lit	35	7919	289	377
1199403			1199350	-	-	predicted RNA	antisense: lit	156	34654	493	641
	1200806	1199679	1199463	-	intE	b1140	e14 prophage; putative integrase	2144	474062	322	420
1201142	1201032	1200787		-	xisE	b1141	e14 prophage; putative excisionase	419	92670	289	376
1201313			1201263	-	-	predicted RNA	-	123	27362	412	536
1201415	1201497	1201838	1201865	+	ymfI	b1143	e14 prophage; uncharacterized protein	268	59345	133	173
1202198	1202084	1201776	1201535	-	ymfJ	b1144	e14 prophage; uncharacterized protein	2418	534749	1329	1730
1202933	1202933	1202259	1202210	-	cohE	b1145	e14 prophage; repressor protein phage e14	1500	331835	377	491
1203008	1203024	1203224	1203224	+	croE	b1146	e14 prophage; putative DNA-binding transcriptional regulator	952	210535	804	1047
1203225	1203268	1203825		+	ymfL	b1147	e14 prophage; putative DNA-binding transcriptional regulator	428	94755	130	169
	1203822	1204160	1204172	+	ymfM	b1148	e14 prophage; uncharacterized protein	506	112067	253	330
1205366			1205428	+	-	predicted RNA	-	92	20471	249	324
	1205549	1205731		+	ymfR	b1150	e14 prophage; uncharacterized protein	14	3310	13	18
	1206913	1207497		+	ymfQ	b1153	prohage e14 tail protein homolog	27	6064	7	10
1207498	1207501	1208130	1208131	+	stfP	b1154	e14 prophage; uncharacterized protein	284	62913	76	99
1208132	1208132	1208545	1208545	+	tfaP	b1155	e14 prophage; uncharacterized protein	127	28160	52	68
1209119	1209119	1208517	1208517	-	tfaE	b1156	e14 prophage; putative tail fiber assembly protein	94	20926	26	34
1209432			1209408	-	-	predicted RNA	-	39	8806	270	352
1209685	1209685	1210239	1210239	+	pinE	b1158	e14 prophage; site-specific DNA recombinase	162	35815	49	64
1210240	1210346	1211179	1211179	+	mcrA	b1159	putative 5-methylcytosine/5-hydroxymethylcytosine-specific restriction nuclease; 5-methylcytosine DNA binding protein; e14 prophage gene	641	141839	130	170
1211103			1211052	-	-	predicted RNA	antisense: mcrA	156	34688	512	667
1211343			1211294	-	-	predicted RNA	-	97	21506	330	430
1211251			1211293	+	-	predicted RNA	-	76	16928	302	393
1211352			1211469	+	-	predicted RNA	-	221	48862	318	414
1212162	1212003	1211680	1211668	-	iraM	b1160	RpoS stabilzer during Mg starvation, anti-RssB factor	362	80124	189	247
1211713			1211852	+	-	predicted RNA	antisense: iraM	509	112543	617	803
1213327	1213107	1212703	1212615	-	ycgX	b1161	DUF1398 family protein	236	52387	99	129
1214095	1214059	1213328	1213328	-	bluR	b1162	repressor of blue light-responsive genes	331	73322	76	100
1215506	1215475	1214264	1214231	-	bluF	b1163	anti-repressor for YcgE, blue light-responsive; FAD-binding; has c-di-GMP phosphodiesterase-like EAL domain, but does not degrade c-di-GMP	623	137759	87	113
1215756	1215789	1216025	1216025	+	ycgZ	b1164	RcsB connector protein for regulation of biofilm and acid-resistance	314	69613	225	293
1216026	1216068	1216340	1216343	+	ymgA	b1165	RcsB connector protein for regulation of biofilm	588	130162	366	476
1216344	1216369	1216635	1216666	+	ariR	b1166	RcsB connector protein for regulation of biofilm and acid-resistance	107	23830	68	89
1216748	1216748	1216996	1217120	+	ymgC	b1167	Blue light, low temperature and stress induced protein	40	8963	27	35
1217013			1216983	-	-	predicted RNA	antisense: ymgC	57	12610	312	406
1217328	1217328	1218851	1218853	+	ycgG	b1168	putative membrane-anchored cyclic-di-GMP phosphodiesterase	430	95225	48	62
1218664			1218653	-	-	predicted RNA	antisense: ycgG	18	4099	262	341
1218871			1218831	-	-	predicted RNA	antisense: ycgG	63	14140	264	344
1218964	1218983	1219201	1219201	+	ymgF	b4520	inner membrane division septum protein	94	20996	73	95
1219761			1219744	-	-	predicted RNA	-	29	6626	282	368
1219618			1219683	+	-	predicted RNA	-	102	22642	263	343
1219851			1219993	+	-	predicted RNA	-	373	82580	443	577
1220228			1220278	+	-	predicted RNA	-	85	18924	285	371
1222643	1222634	1222305	1222293	-	ymgD	b1171	uncharacterized protein	66	14597	33	44
1222989	1222988	1222644	1222644	-	ymgG	b1172	UPF0757 family protein	50	11118	24	32
1223163	1223163	1222990	1222990	-	ymgI	b4593	uncharacterized protein	34	7602	33	43
1223199	1223264	1223449	1223462	+	ymgJ	b4594	uncharacterized protein	24	5321	21	28
1224545	1224545	1224279	1224279	-	minE	b1174	cell division topological specificity factor	167	36979	106	138
1225384	1225361	1224549	1224546	-	minD	b1175	membrane ATPase of the MinC-MinD-MinE system	179	39708	37	48
1226090	1226080	1225385	1225385	-	minC	b1176	cell division inhibitor	183	40507	44	58
1226600	1226600	1226968	1227131	+	ycgJ	b1177	uncharacterized protein	149	33076	68	89
1227472	1227472	1227071	1227071	-	pliG	b1178	periplasmic inhibitor of g-type lysozyme	244	53990	103	134
1227641	1227714	1228007	1228078	+	ycgL	b1179	UPF0745 family protein	99	21924	57	74
1228079	1228079	1228738	1228738	+	ycgM	b1180	putative isomerase/hydrolase	89	19703	22	29
1228814	1228815	1229276	1229276	+	ycgN	b1181	UPF0153 family cysteine cluster protein	194	42966	71	93
1230649	1230394	1229483	1229407	-	hlyE	b1182	hemolysin E	538	119022	100	130
1230626	1230767	1231186		+	umuD	b1183	DNA polymerase V, subunit D	800	177001	323	421
	1231186	1232454	1232507	+	umuC	b1184	DNA polymerase V, subunit C	1475	326152	197	257
	1233030	1232500		-	dsbB	b1185	oxidoreductase that catalyzes reoxidation of DsbA protein disulfide isomerase I	28	6282	9	11
	1234717	1233176		-	nhaB	b1186	sodium:proton antiporter	97	21632	10	14
1234699	1234938	1235657	1235657	+	fadR	b1187	fatty acid metabolism regulon transcriptional regulator	226	50167	53	69
1237277	1237241	1235709	1235685	-	ycgB	b1188	SpoVR family stationary phase protein	818	180999	90	118
1235927			1235965	+	-	predicted RNA	antisense: ycgB	64	14244	280	365
1237542	1237571	1238869	1238869	+	dadA	b1189	D-amino acid dehydrogenase	230	50919	30	39
1238879	1238879	1239949	1239956	+	dadX	b1190	alanine racemase, catabolic, PLP-binding	214	47502	34	44
1242165	1242071	1240335	1240315	-	cvrA	b1191	putative cation/proton antiporter	367	81303	35	46
1243080	1243080	1242166	1242166	-	ldcA	b1192	murein tetrapeptide carboxypeptidase; LD-carboxypeptidase A	127	28209	23	30
1243095	1243180	1243791	1243791	+	emtA	b1193	lytic murein endotransglycosylase E	121	26904	33	43
	1244527	1243793		-	ycgR	b1194	flagellar velocity braking protein, c-di-GMP-regulated	41	9242	9	12
1244720	1244728	1244982	1244982	+	ymgE	b1195	UPF0410 family putative inner membrane protein	46	10326	31	40
1245023	1245160	1245600	1245600	+	ycgY	b1196	uncharacterized protein	85	18896	32	42
1247376	1247376	1245679	1245636	-	treA	b1197	periplasmic trehalase	217	48149	21	28
1249124	1249114	1247696	1247696	-	dhaM	b1198	putative dihydroxyacetone-specific PTS enzymes: HPr component/EI component	948	209721	113	147
1248270			1248284	+	-	predicted RNA	antisense: dhaM	24	5324	272	354
1249757	1249757	1249125	1249125	-	dhaL	b1199	dihydroxyacetone kinase, C-terminal domain	366	81085	98	128
1250897	1250838	1249768	1249758	-	dhaK	b1200	dihydroxyacetone kinase, PTS-dependent, dihydroxyacetone-binding subunit	968	214140	153	199
1251063	1251066	1252985	1252985	+	dhaR	b1201	dhaKLM operon transcription activator	250	55292	22	28
1256006	1255952	1253085	1253085	-	ycgV	b1202	putative adhesin	561	124101	33	43
1257904	1257812	1256721	1256691	-	ychF	b1203	catalase inhibitor protein; ATPase, K+-dependent, ribosome-associated	565	125117	88	114
1258533	1258513	1257929	1257905	-	pth	b1204	peptidyl-tRNA hydrolase	68	15196	19	25
1258558	1258791	1259069	1259069	+	ychH	b1205	DUF2583 family putative inner membrane protein	46	10283	28	36
	1260803	1259124		-	dauA	b1206	C4-dicarboxylic acid transporter	150	33303	15	19
1261875	1261875	1260928	1260928	-	prs	b1207	phosphoribosylpyrophosphate synthase	649	143620	116	151
	1262877	1262026	1261876	-	ispE	b1208	4-diphosphocytidyl-2-C-methylerythritol kinase	887	196235	176	230
1263501	1263500	1262877		-	lolB	b1209	lipoprotein localization factor	203	45054	55	72
1263602	1263714	1264970	1264979	+	hemA	b1210	glutamyl tRNA reductase	160	35416	21	28
1265012	1265012	1266094		+	prfA	b1211	peptide chain release factor RF-1	255	56458	40	52
	1266094	1266927		+	prmC	b1212	N5-glutamine methyltransferase, modifies release factors RF-1 and RF-2	53	11824	10	14
	1266924	1267316	1267319	+	ychQ	b1213	SIRB family inner membrane protein	85	18801	36	47
1267320	1267320	1268129	1268147	+	ychA	b1214	transglutaminase-like TPR-repeat protein	468	103583	98	127
1268164	1268165	1269019	1269033	+	kdsA	b1215	3-deoxy-D-manno-octulosonate 8-phosphate synthase	361	80004	71	93
1269275	1269275	1269168	1269168	-	ldrA	b4419	toxic polypeptide, small	39	8671	61	80
1269323			1269389	+	rdlA	b4420	-	19	4258	48	63
1269823	1269810	1269703	1269703	-	ldrB	b4421	toxic polypeptide, small	12	2763	19	25
1269858			1269923	+	rdlB	b4422	-	15	3343	38	50
1270358	1270345	1270238	1270238	-	ldrC	b4423	toxic polypeptide, small	38	8437	60	78
1270393			1270460	+	rdlC	b4424	-	14	3217	36	47
	1271849	1270749		-	chaA	b1216	calcium/sodium:proton antiporter	102	22667	15	20
1271988	1272119	1272349	1272468	+	chaB	b1217	cation transport regulator	177	39202	130	169
1272237			1272187	-	-	predicted RNA	antisense: chaB	88	19510	293	382
1272469	1272507	1273202	1273203	+	chaC	b1218	cation transport regulator	84	18736	20	26
1273668	1273599	1273246	1273244	-	ychN	b1219	putative sulfur relay protein	361	80013	173	226
	1273784	1275178		+	ychO	b1220	putative invasin	149	32975	18	23
	1275829	1275179	1275179	-	narL	b1221	response regulator in two-component regulatory system with NarX (or NarQ)	237	52590	62	80
	1277618	1275822		-	narX	b1222	sensory histidine kinase in two-component regulatory system with NarL	136	30162	12	16
	1277957	1279348		+	narK	b1223	nitrate/nitrite transporter	66	14781	8	10
	1279864	1283607		+	narG	b1224	nitrate reductase 1, alpha subunit	348	77084	15	20
	1283604	1285142		+	narH	b1225	nitrate reductase 1, beta (Fe-S) subunit	79	17560	8	11
	1285139	1285849		+	narJ	b1226	molybdenum-cofactor-assembly chaperone subunit (delta subunit) of nitrate reductase 1	23	5204	5	7
	1285849	1286526		+	narI	b1227	nitrate reductase 1, gamma (cytochrome b(NR)) subunit	25	5649	6	8
1287236			1287066	-	rttR	b4425	-	29	6629	29	38
	1287176	1287087		-	tpr	b1229	protamine-like protein	9	2198	18	24
1287240			1287296	+	-	predicted RNA	antisense: tyrV	1298	287115	3869	5037
1287328			1287244	-	tyrV	b1230	Tyr tRNA	2504	553753	5004	6514
1287526			1287590	+	-	predicted RNA	antisense: tyrT	1582	349915	4135	5383
1287622			1287538	-	tyrT	b1231	Tyr tRNA	2009	444370	4016	5227
1288624	1288624	1287782	1287782	-	purU	b1232	formyltetrahydrofolate hydrolase	235	52018	47	61
1289132	1289132	1288674	1288625	-	ychJ	b1233	UPF0225 family protein	132	29232	48	63
1288960	1289245	1290150	1290241	+	rssA	b1234	putative patatin-like family phospholipase	294	65167	55	71
1290242	1290242	1291255	1291255	+	rssB	b1235	PcnB-degradosome interaction factor; response regulator	204	45248	34	44
1291312	1291457	1292365	1292365	+	galU	b1236	glucose-1-phosphate uridylyltransferase	730	161497	136	177
1292994	1292922	1292509	1292509	-	hns	b1237	global DNA-binding transcriptional dual regulator H-NS	5222	1154699	2142	2789
1293062	1293527	1294144	1294160	+	tdk	b1238	thymidine kinase/deoxyuridine kinase	109	24107	29	39
1298464	1298121	1295446	1295446	-	adhE	b1241	fused acetaldehyde-CoA dehydrogenase/iron-dependent alcohol dehydrogenase/pyruvate-formate lyase deactivase	4579	1012549	290	378
1298564	1298598	1299245	1299260	+	ychE	b1242	UPF0056 family inner membrane protein	106	23480	27	36
1300329			1300368	+	-	predicted RNA	-	68	15220	292	380
1300513			1300637	+	-	predicted RNA	-	294	65176	400	521
1299418			1299385	-	-	predicted RNA	-	67	14950	337	439
1300691	1301182	1302813	1302813	+	oppA	b1243	oligopeptide transporter subunit	15698	3470691	1633	2126
1300884			1300777	-	-	predicted RNA	-	176	38984	277	360
1301199			1301119	-	-	predicted RNA	antisense: oppA	207	45767	434	565
1301808			1301697	-	-	predicted RNA	antisense: oppA	228	50526	346	451
1302100			1302047	-	-	predicted RNA	antisense: oppA	166	36874	524	682
1302814	1302899	1303819	1303819	+	oppB	b1244	oligopeptide transporter subunit	1625	359465	299	390
1303820	1303834	1304742	1304742	+	oppC	b1245	oligopeptide transporter subunit	1852	409524	346	450
1304743	1304754	1305767		+	oppD	b1246	oligopeptide transporter subunit	1328	293597	222	289
	1305764	1306768	1306769	+	oppF	b1247	oligopeptide transporter subunit	2465	545162	416	542
1307160	1307150	1306821	1306821	-	yciU	b1248	UPF0263 family protein	455	100654	234	305
1308650	1308645	1307185	1307161	-	clsA	b1249	cardiolipin synthase 1	318	70451	37	48
1308764	1308788	1308961	1309033	+	yciY	b4595	uncharacterized protein	711	157395	694	904
1310338	1310269	1309016	1308992	-	kch	b1250	voltage-gated potassium channel	648	143353	87	114
1310918	1310865	1310569	1310569	-	yciI	b1251	putative DGPF domain-containing enzyme	194	42905	110	144
1311068	1311089	1311808	1311808	+	tonB	b1252	membrane spanning protein in TonB-ExbB-ExbD transport complex	136	30190	32	41
1312246	1312246	1311848	1311848	-	yciA	b1253	acyl-CoA esterase	67	14843	28	37
1312890	1312890	1312351	1312331	-	yciB	b1254	IspA family inner membrane protein	210	46583	66	86
1313663	1313663	1312920	1312894	-	yciC	b1255	UPF0259 family inner membrane protein	501	110845	114	148
1314020	1314020	1314658	1314818	+	ompW	b1256	outer membrane protein W	103	22771	27	35
1315261	1315224	1314718	1314669	-	yciE	b1257	putative rubrerythrin/ferritin-like metal-binding protein	140	31092	47	61
1315770	1315770	1315270	1315262	-	yciF	b1258	putative rubrerythrin/ferritin-like metal-binding protein	206	45555	69	90
1316108	1316035	1315856	1315771	-	yciG	b1259	KGG family protein	34	7639	32	42
	1317222	1316416	1316416	-	trpA	b1260	tryptophan synthase, alpha subunit	706	156256	148	193
1318426	1318415	1317222		-	trpB	b1261	tryptophan synthase, beta subunit	993	219654	141	183
	1319788	1318427	1318427	-	trpC	b1262	fused indole-3-glycerolphosphate synthetase/N-(5-phosphoribosyl)anthranilate isomerase	754	166742	94	122
	1321384	1319789		-	trpD	b1263	fused glutamine amidotransferase (component II) of anthranilate synthase/anthranilate phosphoribosyl transferase	412	91261	43	57
1323011	1322946	1321384		-	trpE	b1264	component I of anthranilate synthase	694	153649	75	98
1323269	1323082	1323038	1323012	-	trpL	b1265	trp operon leader peptide	216	47944	818	1065
1323220	1323220	1324101		+	yciV	b1266	PHP domain protein	188	41750	36	47
	1324098	1324718	1324738	+	yciO	b1267	putative RNA binding protein	363	80277	99	129
1324739	1324746	1326641	1326641	+	yciQ	b1268	enhancer of membrane protein expression; putative inner membrane protein	561	124199	50	65
1326702			1326752	+	-	predicted RNA	-	185	40937	616	802
1326802	1326852	1327727	1327727	+	rluB	b1269	23S rRNA pseudouridine(2605) synthase	292	64645	56	73
	1328357	1327767	1327757	-	btuR	b1270	cob(I)yrinic acid a,c-diamide adenosyltransferase	134	29680	38	50
	1329112	1328354		-	yciK	b1271	putative EmrKY-TolC system oxoacyl-(acyl carrier protein) reductase	73	16283	16	21
1329314	1329332	1330381	1330381	+	sohB	b1272	inner membrane protein, S49 peptidase family protein	1369	302840	221	288
1330758	1330668	1330417	1330407	-	yciN	b1273	DUF2498 protein YciN	206	45671	139	181
1330829	1331048	1333645	1333669	+	topA	b1274	DNA topoisomerase I, omega subunit	1463	323514	95	124
1333720	1333855	1334829	1334829	+	cysB	b1275	N-acetylserine-responsive cysteine regulon transcriptional activator; autorepressor	551	121982	96	125
1335124	1335124	1335288	1335290	+	ymiA	b4522	uncharacterized protein	94	20904	97	126
1335291	1335291	1335458	1335458	+	yciX	b4523	uncharacterized protein	47	10501	48	62
1335802	1335831	1338506	1338506	+	acnA	b1276	aconitate hydratase 1	573	126876	36	47
1339182	1339160	1338570	1338570	-	ribA	b1277	GTP cyclohydrolase II	220	48693	63	82
1339330	1339330	1340094	1340094	+	pgpB	b1278	phosphatidylglycerophosphatase B	187	41545	41	54
1340095	1340243	1340551	1340551	+	yciS	b1279	DUF1049 family inner membrane protein, function unknown	167	37129	92	120
1340552	1340558	1341727	1341864	+	yciM	b1280	envelope integrity maintenance protein; EnvC-interacting protein	191	42380	27	36
1341921	1341921	1342658		+	pyrF	b1281	orotidine-5'-phosphate decarboxylase	394	87266	90	118
	1342658	1342984	1342984	+	yciH	b1282	initiation factor function partial mimic, SUI1 family	392	86698	203	265
1343477	1343328	1343110	1343077	-	osmB	b1283	lipoprotein	448	99235	348	453
1344350	1344346	1343597	1343595	-	yciT	b1284	global regulator of transcription; DeoR family	161	35763	36	47
1344634	1344609	1344436	1344351	-	yciZ	b4596	uncharacterized protein	163	36239	159	208
1346761	1346742	1344757	1344757	-	gmr	b1285	cyclic-di-GMP phosphodiesterase; csgD regulator; modulator of Rnase II stability	331	73301	28	36
1346796	1346796	1346900	1346900	+	ymiB	b4672	uncharacterized protein	28	6205	45	59
1348935	1348912	1346978	1346978	-	rnb	b1286	ribonuclease II	405	89602	35	46
1350107	1350107	1348980	1348978	-	yciW	b1287	putative oxidoreductase	249	55120	37	48
1351146	1351039	1350251	1350251	-	fabI	b1288	enoyl-[acyl-carrier-protein] reductase, NADH-dependent	435	96213	93	121
1351760	1351760	1351407	1351379	-	ycjD	b1289	DUF559 family endonuclease-related protein	130	28900	62	81
1352635	1352634	1351828	1351761	-	sapF	b1290	antimicrobial peptide transport ABC system ATP-binding protein	136	30113	28	37
	1353628	1352636	1352636	-	sapD	b1291	antimicrobial peptide transport ABC system ATP-binding protein	120	26708	20	26
	1354518	1353628		-	sapC	b1292	antimicrobial peptide transport ABC transporter permease	50	11262	9	12
	1355470	1354505		-	sapB	b1293	antimicrobial peptide transport ABC transporter permease	79	17622	14	18
	1357110	1355467		-	sapA	b1294	antimicrobial peptide transport ABC transporter periplasmic binding protein	173	38302	17	23
1357684	1357668	1357423	1357423	-	ymjA	b1295	DUF2543 family protein	127	28289	88	114
1359187	1359187	1357802	1357773	-	puuP	b1296	putrescine importer	172	38241	21	27
1361110	1360908	1359490	1359490	-	puuA	b1297	glutamate--putrescine ligase	273	60429	32	42
1361018	1361120	1361884	1361884	+	puuD	b1298	gamma-glutamyl-gamma-aminobutyrate hydrolase	130	28878	29	37
1361885	1361911	1362468	1362507	+	puuR	b1299	repressor for the divergent puu operons, putrescine inducible	166	36791	50	65
	1362743	1364230		+	puuC	b1300	gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase; succinate semialdehyde dehydrogenase	111	24589	12	16
	1364232	1365512		+	puuB	b1301	gamma-glutamylputrescine oxidoreductase	37	8226	4	6
	1365550	1366815		+	puuE	b1302	4-aminobutyrate aminotransferase, PLP-dependent	45	9976	6	7
	1367912	1366935		-	pspF	b1303	psp operon transcriptional activator	70	15534	12	15
1367946	1368079	1368747	1368754	+	pspA	b1304	regulatory protein for phage-shock-protein operon	884	195615	224	292
1368801	1368801	1369025		+	pspB	b1305	psp operon transcription co-activator	122	27030	92	120
	1369025	1369384	1369384	+	pspC	b1306	psp operon transcription co-activator	45	9976	21	27
